FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
11,011_BIOMD0000000485.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/011_BIOMD0000000485.xml.mcp.sbml,WithProbWEAK_UNTIL,2,4,2,2,2,4,2,2,2,4,4,4,4,8,1,1,1,1,0,4,16,4,4,4,16,4,4,4,16,7,7,7,28,1,1,1,1,0,0,2,8,2,2,2,8
12,012_BIOMD0000000458.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/012_BIOMD0000000458.xml.mcp.sbml,WithProbWEAK_UNTIL,7,6,0,0.857142857,2,6,0,0.857142857,2,6,0,1.714285714,4,12,0.12244898,1,4,3,2,6,20,2,3.333333333,4,20,3,3.333333333,4,20,4,5.666666667,7,34,0.555555556,0.8,1,1,0,5,2,42,2,2,2,12
13,013_BIOMD0000000425.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/013_BIOMD0000000425.xml.mcp.sbml,WithProbWEAK_UNTIL,3,4,0,1.333333333,2,4,0,1.333333333,2,4,2,2.666666667,4,8,0.444444444,0,1,2,1,4,12,2,3,4,12,2,3,4,12,5,5,5,20,0.75,0.666666667,1,1,0,2,1,12,2,2,2,8
14,014_BIOMD0000000421.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/014_BIOMD0000000421.xml.mcp.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,4,2,24,2,2,2,8
15,015_BIOMD0000000420.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/015_BIOMD0000000420.xml.mcp.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,4,2,24,2,2,2,8
16,016_BIOMD0000000558.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/016_BIOMD0000000558.xml.mcp.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,4,2,24,2,2,2,8
17,017_BIOMD0000000552.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/017_BIOMD0000000552.xml.mcp.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,2,4,0,0.666666667,2,4,0,1.333333333,3,8,0.111111111,0,3,1,0,4,8,1,2,3,8,1,2,3,8,1,3,4,12,0.5,0.75,2,0,0,4,2,24,2,2,2,8
18,018_BIOMD0000000553.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/018_BIOMD0000000553.xml.mcp.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,2,4,0,0.666666667,2,4,0,1.333333333,3,8,0.111111111,0,3,1,0,4,8,1,2,3,8,1,2,3,8,1,3,4,12,0.5,0.75,2,0,0,4,2,24,2,2,2,8
19,019_BIOMD0000000384.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/019_BIOMD0000000384.xml.mcp.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,6,8,1,1.333333333,2,8,1,2.666666667,7,16,0.222222222,0.25,1,5,2,4,18,1,4.5,7,18,3,4.5,6,18,3,7,10,28,1.125,0.888888889,1,1,0,4,2,24,2,3,4,12
20,020_BIOMD0000000385.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/020_BIOMD0000000385.xml.mcp.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,6,8,1,1.333333333,2,8,1,2.666666667,7,16,0.222222222,0.25,1,5,2,4,18,1,4.5,7,18,3,4.5,6,18,3,7,10,28,1.125,0.888888889,1,1,0,4,2,24,2,3,4,12
21,021_BIOMD0000000386.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/021_BIOMD0000000386.xml.mcp.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,6,8,1,1.333333333,2,8,1,2.666666667,7,16,0.222222222,0.25,1,5,2,4,18,1,4.5,7,18,3,4.5,6,18,3,7,10,28,1.125,0.888888889,1,1,0,4,2,24,2,3,4,12
22,022_BIOMD0000000383.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/022_BIOMD0000000383.xml.mcp.sbml,WithProbWEAK_UNTIL,6,8,0,1.333333333,6,8,0,1.333333333,2,8,0,2.666666667,7,16,0.222222222,0.25,2,4,2,4,20,1,5,8,20,3,5,7,20,3,8,12,32,1.25,0.9,1,1,0,4,2,24,2,3,4,12
23,023_BIOMD0000000292.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/023_BIOMD0000000292.xml.mcp.sbml,WithProbWEAK_UNTIL,6,15,1,2.5,5,15,1,2.5,5,15,4,5,6,30,0.416666667,0.4,1,1,0,4,17,2,4.25,7,17,2,4.25,7,17,3,6.75,11,27,1.0625,1,1,2,1,3,3,24,2,3.5,6,14
24,024_BIOMD0000000387.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/024_BIOMD0000000387.xml.mcp.sbml,WithProbWEAK_UNTIL,7,8,0,1.142857143,6,8,0,1.142857143,2,8,0,2.285714286,7,16,0.163265306,0.25,2,5,2,4,18,1,4.5,7,18,3,4.5,6,18,3,7,10,28,1.125,0.888888889,1,1,0,5,2,28,2,3,4,12
25,025_BIOMD0000000454.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/025_BIOMD0000000454.xml.mcp.sbml,WithProbWEAK_UNTIL,8,20,1,2.5,4,20,1,2.5,4,20,2,5,8,40,0.3125,1,1,3,1,8,44,2,5.5,10,44,4,5.5,8,44,5,9.5,16,76,0.6875,0.863636364,1,1,0,5,3,64,2,3,4,24
26,026_BIOMD0000000601.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/026_BIOMD0000000601.xml.mcp.sbml,WithProbWEAK_UNTIL,5,15,0,3,7,15,0,3,6,15,0,5.2,10,26,0.6,0.8,2,1,0,3,28,9,9.333333333,10,28,8,9.333333333,11,28,14,15,16,45,3.111111111,0.964285714,1,1,0,2,3,15,3,4.333333333,6,13
27,027_BIOMD0000000507.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/027_BIOMD0000000507.xml.mcp.sbml,WithProbWEAK_UNTIL,7,4,0,0.571428571,1,4,0,0.571428571,1,4,0,1.142857143,2,8,0.081632653,0,3,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,4,3,28,2,2,2,8
28,028_BIOMD0000000546.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/028_BIOMD0000000546.xml.mcp.sbml,WithProbWEAK_UNTIL,7,5,0,0.714285714,1,5,0,0.714285714,1,5,1,1.428571429,2,10,0.102040816,0,2,3,2,5,8,1,1.6,2,8,1,1.6,2,8,2,2.2,3,11,0.32,0.625,2,2,1,0,7,35,2,2,2,10
29,029_BIOMD0000000455.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/029_BIOMD0000000455.xml.mcp.sbml,WithProbWEAK_UNTIL,9,22,1,2.444444444,5,22,1,2.444444444,5,22,2,4.888888889,10,44,0.271604938,1,1,4,2,10,56,2,5.6,12,56,4,5.6,9,56,5,9.8,19,98,0.56,0.821428571,1,1,0,6,3,90,2,2.8,4,28
30,030_BIOMD0000000487.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/030_BIOMD0000000487.xml.mcp.sbml,WithProbWEAK_UNTIL,6,12,2,2,2,12,1,2,4,12,3,4,6,24,0.333333333,0.666666667,1,3,2,6,24,3,4,6,24,4,4,4,24,6,6.666666667,8,40,0.666666667,0.833333333,1,1,0,0,6,36,3,3,3,18
31,031_BIOMD0000000419.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/031_BIOMD0000000419.xml.mcp.sbml,WithProbWEAK_UNTIL,9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,6,3,54,2,2,2,12
32,032_BIOMD0000000573.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/032_BIOMD0000000573.xml.mcp.sbml,WithProbWEAK_UNTIL,6,9,0,1.5,4,9,0,1.5,4,9,1,2.5,6,15,0.25,0.555555556,1,5,2,7,45,1,6.428571429,12,45,3,6.428571429,11,45,4,11.14285714,20,78,0.918367347,0.755555556,1,1,0,4,2,42,2,2.285714286,3,16
33,033_BIOMD0000000520.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/033_BIOMD0000000520.xml.mcp.sbml,WithProbWEAK_UNTIL,6,9,1,1.5,3,9,0,1.5,4,9,1,2.333333333,5,14,0.25,0.444444444,1,5,3,7,35,2,5,6,35,1,5,9,35,2,8.428571429,12,59,0.714285714,0.771428571,1,3,2,3,3,42,2,2.285714286,3,16
34,034_BIOMD0000000519.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/034_BIOMD0000000519.xml.mcp.sbml,WithProbWEAK_UNTIL,6,9,1,1.5,3,9,0,1.5,4,9,1,2.333333333,5,14,0.25,0.444444444,1,5,3,7,35,2,5,6,35,1,5,9,35,2,8.428571429,12,59,0.714285714,0.771428571,1,3,2,3,3,42,2,2.285714286,3,16
35,035_BIOMD0000000493.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/035_BIOMD0000000493.xml.mcp.sbml,WithProbWEAK_UNTIL,9,12,1,1.333333333,2,12,1,1.333333333,2,12,2,2.666666667,4,24,0.148148148,1,3,2,1,12,36,2,3,4,36,3,3,3,36,4,5,6,60,0.25,0.833333333,3,1,0,6,3,108,2,2,2,24
36,036_BIOMD0000000456.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/036_BIOMD0000000456.xml.mcp.sbml,WithProbWEAK_UNTIL,11,24,1,2.181818182,4,24,1,2.181818182,4,24,2,4.363636364,8,48,0.198347107,1,2,3,1,12,56,2,4.666666667,10,56,3,4.666666667,8,56,4,8,16,96,0.388888889,0.857142857,2,1,0,7,4,132,2,2.666666667,4,32
37,037_BIOMD0000000390.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/037_BIOMD0000000390.xml.mcp.sbml,WithProbWEAK_UNTIL,11,30,0,2.727272727,5,30,0,2.727272727,6,30,0,5.454545455,10,60,0.247933884,0.733333333,2,2,1,8,61,3,7.625,15,61,3,7.625,11,61,4,13.25,23,106,0.953125,0.786885246,1,1,0,4,7,88,3,3.875,5,31
38,038_BIOMD0000000438.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/038_BIOMD0000000438.xml.mcp.sbml,WithProbWEAK_UNTIL,10,9,0,0.9,2,9,0,0.9,2,9,1,1.8,3,18,0.09,0,1,9,5,7,18,1,2.571428571,5,18,1,2.571428571,5,18,2,3.857142857,8,27,0.367346939,0.722222222,1,5,3,0,10,70,2,2.285714286,3,16
39,039_BIOMD0000000556.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/039_BIOMD0000000556.xml.mcp.sbml,WithProbWEAK_UNTIL,7,8,0,1.142857143,2,8,0,1.142857143,3,8,0,2.285714286,4,16,0.163265306,0,2,4,3,8,27,1,3.375,4,27,2,3.375,5,27,3,5.75,8,46,0.421875,0.666666667,1,1,0,7,0,56,2,2,2,16
40,040_BIOMD0000000415.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/040_BIOMD0000000415.xml.mcp.sbml,WithProbWEAK_UNTIL,10,26,0,2.6,3,26,0,2.6,24,26,2,5.2,24,52,0.26,0,1,7,1,5,17,3,3.4,4,17,1,3.4,5,17,4,5.8,7,29,0.68,0.647058824,1,1,0,0,10,50,2,6.2,9,31
41,041_BIOMD0000000462.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/041_BIOMD0000000462.xml.mcp.sbml,WithProbWEAK_UNTIL,6,12,0,2,3,12,0,2,4,12,1,3.666666667,7,22,0.333333333,0.5,1,3,1,8,39,1,4.875,10,39,2,4.875,7,39,4,8.25,14,66,0.609375,0.717948718,1,2,1,2,4,48,2,2.375,4,19
42,042_BIOMD0000000388.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/042_BIOMD0000000388.xml.mcp.sbml,WithProbWEAK_UNTIL,10,14,0,1.4,4,14,0,1.4,4,14,1,2.8,4,28,0.14,0,1,4,3,7,22,2,3.142857143,5,22,2,3.142857143,5,22,4,5,8,35,0.448979592,0.681818182,1,1,0,5,5,70,2,2.714285714,4,19
43,043_BIOMD0000000483.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/043_BIOMD0000000483.xml.mcp.sbml,WithProbWEAK_UNTIL,8,12,1,1.5,2,12,1,1.5,2,12,2,3,4,24,0.1875,1,2,3,2,8,28,2,3.5,6,28,3,3.5,4,28,4,5.75,8,46,0.4375,0.785714286,2,1,0,0,8,64,2,2.5,3,20
44,044_BIOMD0000000329.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/044_BIOMD0000000329.xml.mcp.sbml,WithProbWEAK_UNTIL,9,8,0,0.888888889,2,8,0,0.888888889,2,8,1,1.777777778,4,16,0.098765432,0,3,2,1,8,18,1,2.25,4,18,1,2.25,4,18,2,3.5,5,28,0.28125,0.666666667,3,1,0,6,3,72,2,2,2,16
45,045_BIOMD0000000517.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/045_BIOMD0000000517.xml.mcp.sbml,WithProbWEAK_UNTIL,8,12,1,1.5,3,12,0,1.5,6,12,1,2.375,6,19,0.1875,0.416666667,1,7,4,9,50,2,5.555555556,7,50,1,5.555555556,11,50,2,9.555555556,16,86,0.617283951,0.8,1,4,3,4,4,72,2,2.333333333,3,21
46,046_BIOMD0000000518.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/046_BIOMD0000000518.xml.mcp.sbml,WithProbWEAK_UNTIL,8,12,1,1.5,3,12,0,1.5,6,12,1,2.375,6,19,0.1875,0.416666667,1,7,4,9,50,2,5.555555556,7,50,1,5.555555556,11,50,2,9.555555556,16,86,0.617283951,0.8,1,4,3,4,4,72,2,2.333333333,3,21
47,047_BIOMD0000000405.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/047_BIOMD0000000405.xml.mcp.sbml,WithProbWEAK_UNTIL,10,10,0,1,2,10,0,1,2,10,0,2,4,20,0.1,0.4,2,8,5,8,26,1,3.25,7,26,2,3.25,5,26,3,5.25,10,42,0.40625,0.769230769,1,3,2,4,6,80,2,2.25,3,18
48,048_BIOMD0000000591.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/048_BIOMD0000000591.xml.mcp.sbml,WithProbWEAK_UNTIL,8,11,1,1.375,2,11,1,1.375,2,11,2,2.75,4,22,0.171875,0,1,3,2,9,28,2,3.111111111,8,28,2,3.111111111,5,28,3,5.111111111,11,46,0.345679012,0.5,1,1,0,0,8,72,2,2.222222222,3,20
49,049_BIOMD0000000435.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/049_BIOMD0000000435.xml.mcp.sbml,WithProbWEAK_UNTIL,12,8,0,0.666666667,1,8,0,0.666666667,1,8,1,1.333333333,2,16,0.055555556,0,4,2,1,8,12,1,1.5,2,12,1,1.5,2,12,2,2,2,16,0.1875,0.666666667,4,1,0,8,4,96,2,2,2,16
50,050_BIOMD0000000408.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/050_BIOMD0000000408.xml.mcp.sbml,WithProbWEAK_UNTIL,10,34,2,3.4,5,34,2,3.4,5,34,4,6.8,10,68,0.34,1,1,1,0,18,120,4,6.666666667,10,120,4,6.666666667,10,120,7,12,18,216,0.37037037,0.75,1,1,0,0,10,180,2,2.666666667,4,48
51,051_BIOMD0000000413.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/051_BIOMD0000000413.xml.mcp.sbml,WithProbWEAK_UNTIL,9,13,0,1.444444444,4,13,0,1.444444444,3,13,1,2.888888889,7,26,0.160493827,0.615384615,1,8,4,9,36,1,4,9,36,2,4,6,36,3,6.777777778,13,61,0.444444444,0.694444444,1,1,0,4,5,81,2,2.444444444,3,22
52,052_BIOMD0000000380.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/052_BIOMD0000000380.xml.mcp.sbml,WithProbWEAK_UNTIL,16,30,0,1.875,4,30,0,1.875,5,30,2,3.75,9,60,0.1171875,0.266666667,1,3,2,11,51,2,4.636363636,8,51,3,4.636363636,7,51,4,7.727272727,12,85,0.421487603,0.725490196,1,1,0,10,6,176,2,3.090909091,5,34
53,053_BIOMD0000000423.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/053_BIOMD0000000423.xml.mcp.sbml,WithProbWEAK_UNTIL,9,11,1,1.222222222,3,11,1,1.222222222,2,11,2,2.444444444,4,22,0.135802469,0.545454545,3,1,0,11,28,2,2.545454545,4,28,2,2.545454545,4,28,3,4.090909091,6,45,0.231404959,0.75,3,1,0,0,9,99,2,2,2,22
54,054_BIOMD0000000441.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/054_BIOMD0000000441.xml.mcp.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,2,10,0,0.909090909,2,10,0,1.818181818,4,20,0.082644628,1,6,1,0,10,28,2,2.8,4,28,2,2.8,3,28,3,4.6,6,46,0.28,0.857142857,3,1,0,0,11,110,2,2,2,20
55,055_BIOMD0000000440.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/055_BIOMD0000000440.xml.mcp.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,2,10,0,0.909090909,2,10,0,1.818181818,4,20,0.082644628,1,6,1,0,10,28,2,2.8,4,28,2,2.8,3,28,3,4.6,6,46,0.28,0.857142857,3,1,0,0,11,110,2,2,2,20
56,056_BIOMD0000000433.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/056_BIOMD0000000433.xml.mcp.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,2,10,0,0.909090909,2,10,0,1.818181818,4,20,0.082644628,1,6,1,0,10,28,2,2.8,4,28,2,2.8,3,28,3,4.6,6,46,0.28,0.857142857,3,1,0,0,11,110,2,2,2,20
57,057_BIOMD0000000432.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/057_BIOMD0000000432.xml.mcp.sbml,WithProbWEAK_UNTIL,11,10,0,0.909090909,2,10,0,0.909090909,2,10,0,1.818181818,4,20,0.082644628,1,6,1,0,10,28,2,2.8,4,28,2,2.8,3,28,3,4.6,6,46,0.28,0.857142857,3,1,0,0,11,110,2,2,2,20
58,058_BIOMD0000000464.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/058_BIOMD0000000464.xml.mcp.sbml,WithProbWEAK_UNTIL,14,10,0,0.714285714,3,10,0,0.714285714,3,10,0,1.428571429,6,20,0.051020408,0,5,6,2,10,27,1,2.7,6,27,1,2.7,4,27,1,4.4,8,44,0.27,0.592592593,3,2,1,0,14,140,2,2,2,20
59,059_BIOMD0000000609.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/059_BIOMD0000000609.xml.mcp.sbml,WithProbWEAK_UNTIL,11,16,0,1.454545455,3,16,0,1.454545455,4,16,1,2.909090909,5,32,0.132231405,0.125,1,6,4,10,38,1,3.8,7,38,2,3.8,6,38,3,6.4,10,64,0.38,0.789473684,1,3,2,6,5,110,2,2.4,4,24
60,060_BIOMD0000000545.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/060_BIOMD0000000545.xml.mcp.sbml,WithProbWEAK_UNTIL,17,21,0,1.235294118,3,21,0,1.235294118,3,21,0,2.470588235,5,42,0.07266436,0.761904762,5,10,8,13,52,1,4,10,52,1,4,6,52,1,6.692307692,14,87,0.307692308,0.711538462,2,2,1,4,13,221,2,2.615384615,3,34
61,061_BIOMD0000000529.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/061_BIOMD0000000529.xml.mcp.sbml,WithProbWEAK_UNTIL,13,12,0,0.923076923,1,12,0,0.923076923,12,12,1,1.846153846,12,24,0.071005917,0,1,12,1,12,144,12,12,12,144,12,12,12,144,23,23,23,276,1,1,1,1,0,1,12,156,2,2,2,24
62,062_BIOMD0000000528.xml.mcp,./models/sbml/mcpExtra/withFileNo/all/062_BIOMD0000000528.xml.mcp.sbml,WithProbWEAK_UNTIL,13,12,0,0.923076923,1,12,0,0.923076923,12,12,1,1.846153846,12,24,0.071005917,0,1,12,1,12,144,12,12,12,144,12,12,12,144,23,23,23,276,1,1,1,1,0,1,12,156,2,2,2,24
