FileOrder,ModelName,ModelPath,PatternType,SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfConstantSpecies,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM
11,11_BIOMD0000000225.xml.ssa,./models/sbml/test/all/11_BIOMD0000000225.xml.ssa.sbml,WithProbWEAK_UNTIL,4,3,0,0.75,1,3,0,0.75,1,3,1,1.5,2,6,0.1875,0,1,3,2,3,5,1,1.666666667,2,5,1,1.666666667,2,5,2,2.333333333,3,7,0.555555556,0.6,1,2,1,0,4,12,2,2,2,6
12,12_BIOMD0000000092.xml.ssa,./models/sbml/test/all/12_BIOMD0000000092.xml.ssa.sbml,WithProbWEAK_UNTIL,4,6,0,1.5,2,6,0,1.5,3,6,2,3,4,12,0.375,0.333333333,1,1,0,3,9,2,3,5,9,2,3,4,9,3,4.666666667,7,14,1,0.888888889,1,2,1,0,4,12,3,3,3,9
13,13_BIOMD0000000267.xml.ssa,./models/sbml/test/all/13_BIOMD0000000267.xml.ssa.sbml,WithProbWEAK_UNTIL,4,3,0,0.75,1,3,0,0.75,1,3,1,1.5,2,6,0.1875,0,1,3,2,3,5,1,1.666666667,2,5,1,1.666666667,2,5,2,2.333333333,3,7,0.555555556,0.6,1,2,1,0,4,12,2,2,2,6
14,14_MODEL6624199343.xml.ssa,./models/sbml/test/all/14_MODEL6624199343.xml.ssa.sbml,WithProbWEAK_UNTIL,5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0,1,3,2,3,7,2,2.333333333,3,7,2,2.333333333,3,7,3,3.333333333,4,10,0.777777778,0.571428571,1,1,0,0,5,15,2,2.666666667,3,8
15,15_BIOMD0000000027.xml.ssa,./models/sbml/test/all/15_BIOMD0000000027.xml.ssa.sbml,WithProbWEAK_UNTIL,3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,0,3,12,2,2,2,8
16,16_BIOMD0000000031.xml.ssa,./models/sbml/test/all/16_BIOMD0000000031.xml.ssa.sbml,WithProbWEAK_UNTIL,3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,0,3,12,2,2,2,8
17,17_MODEL9087988095.xml.ssa,./models/sbml/test/all/17_MODEL9087988095.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,0,5,10,3,3,3,6
18,18_BIOMD0000000282.xml.ssa,./models/sbml/test/all/18_BIOMD0000000282.xml.ssa.sbml,WithProbWEAK_UNTIL,6,10,0,1.666666667,4,10,0,1.666666667,4,10,2,3.333333333,6,20,0.277777778,0.2,1,1,0,3,14,4,4.666666667,5,14,4,4.666666667,5,14,6,7.333333333,8,22,1.555555556,1,1,1,0,0,6,18,3,3.666666667,4,11
19,19_BIOMD0000000258.xml.ssa,./models/sbml/test/all/19_BIOMD0000000258.xml.ssa.sbml,WithProbWEAK_UNTIL,3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,0,3,12,2,2,2,8
20,20_BIOMD0000000128.xml.ssa,./models/sbml/test/all/20_BIOMD0000000128.xml.ssa.sbml,WithProbWEAK_UNTIL,6,3,0,0.5,1,3,0,0.5,1,3,1,1,1,6,0.083333333,0,3,1,0,3,3,1,1,1,3,1,1,1,3,1,1,1,3,0.333333333,1,3,0,0,0,6,18,2,2,2,6
21,21_BIOMD0000000024.xml.ssa,./models/sbml/test/all/21_BIOMD0000000024.xml.ssa.sbml,WithProbWEAK_UNTIL,3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,0,3,12,2,2,2,8
22,22_BIOMD0000000025.xml.ssa,./models/sbml/test/all/22_BIOMD0000000025.xml.ssa.sbml,WithProbWEAK_UNTIL,3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,0,3,12,2,2,2,8
23,23_BIOMD0000000363.xml.ssa,./models/sbml/test/all/23_BIOMD0000000363.xml.ssa.sbml,WithProbWEAK_UNTIL,4,4,0,1,2,4,0,1,2,4,2,2,2,8,0.25,0,1,1,0,4,8,2,2,2,8,1,2,3,8,2,3,4,12,0.5,0.75,1,3,2,0,4,16,2,2,2,8
24,24_MODEL9087766308.xml.ssa,./models/sbml/test/all/24_MODEL9087766308.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,0,5,10,3,3,3,6
25,25_MODEL9088169066.xml.ssa,./models/sbml/test/all/25_MODEL9088169066.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,0,5,10,3,3,3,6
26,26_MODEL9088294310.xml.ssa,./models/sbml/test/all/26_MODEL9088294310.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,2,4,0,0.8,2,4,1,1.6,4,8,0.16,0,1,4,1,2,4,2,2,2,4,1,2,3,4,2,2.5,3,5,1,0.75,1,1,0,0,5,10,3,3,3,6
27,27_BIOMD0000000068.xml.ssa,./models/sbml/test/all/27_BIOMD0000000068.xml.ssa.sbml,WithProbWEAK_UNTIL,6,7,0,1.166666667,3,7,0,1.166666667,4,7,1,2.333333333,5,14,0.194444444,0,1,3,1,3,8,1,2.666666667,4,8,2,2.666666667,3,8,3,4,5,12,0.888888889,0.75,1,1,0,0,6,18,2,3,4,9
28,28_BIOMD0000000233.xml.ssa,./models/sbml/test/all/28_BIOMD0000000233.xml.ssa.sbml,WithProbWEAK_UNTIL,4,9,0,2.25,3,9,0,2.25,5,9,1,4,7,16,0.5625,0.444444444,1,2,1,4,24,5,6,9,24,3,6,8,24,7,10,13,40,1.5,0.833333333,1,1,0,0,4,16,2,3,4,12
29,29_BIOMD0000000114.xml.ssa,./models/sbml/test/all/29_BIOMD0000000114.xml.ssa.sbml,WithProbWEAK_UNTIL,4,4,0,1,3,4,0,1,2,4,1,2,4,8,0.25,0,1,3,1,4,9,1,2.25,4,9,1,2.25,3,9,2,3.5,4,14,0.5625,0.666666667,1,2,1,0,4,16,2,2,2,8
30,30_BIOMD0000000194.xml.ssa,./models/sbml/test/all/30_BIOMD0000000194.xml.ssa.sbml,WithProbWEAK_UNTIL,5,8,1,1.6,2,8,1,1.6,2,8,2,3.2,4,16,0.32,0.5,1,1,0,3,10,2,3.333333333,4,10,3,3.333333333,4,10,4,5,6,15,1.111111111,0.9,1,1,0,0,5,15,3,3.333333333,4,10
31,31_BIOMD0000000178.xml.ssa,./models/sbml/test/all/31_BIOMD0000000178.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0,1,4,3,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.571428571,1,3,2,0,5,20,2,2,2,8
32,32_BIOMD0000000309.xml.ssa,./models/sbml/test/all/32_BIOMD0000000309.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0.5,2,2,1,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.857142857,2,1,0,0,5,20,2,2,2,8
33,33_BIOMD0000000253.xml.ssa,./models/sbml/test/all/33_BIOMD0000000253.xml.ssa.sbml,WithProbWEAK_UNTIL,5,7,0,1.4,2,7,1,1.4,3,7,1,2.8,5,14,0.28,0.571428571,1,3,2,4,19,4,4.75,6,19,4,4.75,5,19,7,7.75,9,31,1.1875,0.894736842,1,1,0,0,5,20,2,2.75,3,11
34,34_MODEL1108260010.xml.ssa,./models/sbml/test/all/34_MODEL1108260010.xml.ssa.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,0,6,24,2,2,2,8
35,35_BIOMD0000000236.xml.ssa,./models/sbml/test/all/35_BIOMD0000000236.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0,1,4,3,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.571428571,1,3,2,0,5,20,2,2,2,8
36,36_BIOMD0000000231.xml.ssa,./models/sbml/test/all/36_BIOMD0000000231.xml.ssa.sbml,WithProbWEAK_UNTIL,6,7,0,1.166666667,2,7,0,1.166666667,2,7,1,2.333333333,4,14,0.194444444,0.285714286,1,4,3,4,13,2,3.25,5,13,2,3.25,4,13,3,5,7,20,0.8125,0.769230769,1,2,1,0,6,24,2,2.75,3,11
37,37_BIOMD0000000319.xml.ssa,./models/sbml/test/all/37_BIOMD0000000319.xml.ssa.sbml,WithProbWEAK_UNTIL,5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0,1,4,3,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.571428571,1,3,2,0,5,20,2,2,2,8
38,38_BIOMD0000000155.xml.ssa,./models/sbml/test/all/38_BIOMD0000000155.xml.ssa.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,0,6,24,2,2,2,8
39,39_BIOMD0000000312.xml.ssa,./models/sbml/test/all/39_BIOMD0000000312.xml.ssa.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,0,6,24,2,2,2,8
40,40_BIOMD0000000316.xml.ssa,./models/sbml/test/all/40_BIOMD0000000316.xml.ssa.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,0,6,24,2,2,2,8
41,41_BIOMD0000000036.xml.ssa,./models/sbml/test/all/41_BIOMD0000000036.xml.ssa.sbml,WithProbWEAK_UNTIL,3,5,1,1.666666667,3,5,1,1.666666667,2,5,2,3.333333333,5,10,0.555555556,0.8,1,2,1,5,18,2,3.6,5,18,3,3.6,4,18,4,6.2,8,31,0.72,0.833333333,1,1,0,0,3,15,2,2,2,10
42,42_MODEL5954483266.xml.ssa,./models/sbml/test/all/42_MODEL5954483266.xml.ssa.sbml,WithProbWEAK_UNTIL,6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,0,6,24,2,2,2,8
43,43_MODEL1008060000.xml.ssa,./models/sbml/test/all/43_MODEL1008060000.xml.ssa.sbml,WithProbWEAK_UNTIL,4,5,0,1.25,2,5,1,1.25,2,5,1,2.5,3,10,0.3125,0.4,1,2,1,5,13,1,2.6,3,13,2,2.6,3,13,3,4.2,5,21,0.52,0.692307692,1,1,0,0,4,20,2,2,2,10
44,44_MODEL1009230000.xml.ssa,./models/sbml/test/all/44_MODEL1009230000.xml.ssa.sbml,WithProbWEAK_UNTIL,4,5,0,1.25,2,5,1,1.25,2,5,1,2.5,3,10,0.3125,0.4,1,2,1,5,13,1,2.6,3,13,2,2.6,3,13,3,4.2,5,21,0.52,0.692307692,1,1,0,0,4,20,2,2,2,10
45,45_BIOMD0000000121.xml.ssa,./models/sbml/test/all/45_BIOMD0000000121.xml.ssa.sbml,WithProbWEAK_UNTIL,5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0,1,3,2,5,11,1,2.2,3,11,1,2.2,3,11,2,3.4,5,17,0.44,0.636363636,1,3,2,0,5,25,2,2,2,10
46,46_BIOMD0000000115.xml.ssa,./models/sbml/test/all/46_BIOMD0000000115.xml.ssa.sbml,WithProbWEAK_UNTIL,4,5,0,1.25,3,5,0,1.25,2,5,1,2.5,5,10,0.3125,0.4,1,3,1,5,17,1,3.4,5,17,2,3.4,4,17,3,5.8,8,29,0.68,0.764705882,1,1,0,0,4,20,2,2,2,10
47,47_MODEL1105180000.xml.ssa,./models/sbml/test/all/47_MODEL1105180000.xml.ssa.sbml,WithProbWEAK_UNTIL,4,5,0,1.25,3,5,0,1.25,3,5,1,2.5,4,10,0.3125,0,1,3,2,5,17,1,3.4,4,17,1,3.4,4,17,4,5.8,7,29,0.68,0.647058824,1,1,0,0,4,20,2,2,2,10
48,48_BIOMD0000000057.xml.ssa,./models/sbml/test/all/48_BIOMD0000000057.xml.ssa.sbml,WithProbWEAK_UNTIL,6,5,0,0.833333333,1,5,0,0.833333333,2,5,1,1.666666667,3,10,0.138888889,0,1,5,3,5,12,2,2.4,3,12,1,2.4,4,12,2,3.8,5,19,0.48,0.75,1,3,2,0,6,30,2,2,2,10
49,49_BIOMD0000000311.xml.ssa,./models/sbml/test/all/49_BIOMD0000000311.xml.ssa.sbml,WithProbWEAK_UNTIL,5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0.4,2,2,1,5,11,2,2.2,3,11,1,2.2,3,11,3,3.4,4,17,0.44,0.818181818,2,1,0,0,5,25,2,2,2,10
50,50_BIOMD0000000191.xml.ssa,./models/sbml/test/all/50_BIOMD0000000191.xml.ssa.sbml,WithProbWEAK_UNTIL,5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0,1,4,2,5,13,1,2.6,3,13,2,2.6,4,13,3,4.2,6,21,0.52,0.692307692,1,2,1,0,5,25,2,2,2,10
51,51_BIOMD0000000154.xml.ssa,./models/sbml/test/all/51_BIOMD0000000154.xml.ssa.sbml,WithProbWEAK_UNTIL,6,5,0,0.833333333,2,5,0,0.833333333,2,5,1,1.666666667,3,10,0.138888889,0,2,2,1,5,10,1,2,3,10,1,2,3,10,2,3,4,15,0.4,0.7,2,1,0,0,6,30,2,2,2,10
52,52_BIOMD0000000307.xml.ssa,./models/sbml/test/all/52_BIOMD0000000307.xml.ssa.sbml,WithProbWEAK_UNTIL,6,5,0,0.833333333,1,5,0,0.833333333,1,5,1,1.666666667,2,10,0.138888889,0.4,2,3,2,5,9,1,1.8,2,9,1,1.8,2,9,2,2.6,3,13,0.36,0.777777778,2,2,1,0,6,30,2,2,2,10
53,53_BIOMD0000000337.xml.ssa,./models/sbml/test/all/53_BIOMD0000000337.xml.ssa.sbml,WithProbWEAK_UNTIL,6,5,0,0.833333333,1,5,0,0.833333333,2,5,1,1.666666667,3,10,0.138888889,0,1,5,3,5,11,1,2.2,3,11,1,2.2,3,11,2,3.4,5,17,0.44,0.636363636,1,3,2,0,6,30,2,2,2,10
54,54_BIOMD0000000040.xml.ssa,./models/sbml/test/all/54_BIOMD0000000040.xml.ssa.sbml,WithProbWEAK_UNTIL,5,13,1,2.6,5,13,0,2.6,5,13,3,5,8,25,0.52,0.230769231,1,1,0,5,29,2,5.8,8,29,3,5.8,9,29,4,9.8,14,49,1.16,0.793103448,1,1,0,0,5,25,2,3.2,4,16
55,55_BIOMD0000000062.xml.ssa,./models/sbml/test/all/55_BIOMD0000000062.xml.ssa.sbml,WithProbWEAK_UNTIL,6,5,0,0.833333333,2,5,0,0.833333333,2,5,1,1.666666667,3,10,0.138888889,0,2,2,1,5,10,1,2,3,10,1,2,3,10,2,3,4,15,0.4,0.7,2,1,0,0,6,30,2,2,2,10
56,56_BIOMD0000000156.xml.ssa,./models/sbml/test/all/56_BIOMD0000000156.xml.ssa.sbml,WithProbWEAK_UNTIL,7,5,0,0.714285714,1,5,0,0.714285714,1,5,1,1.428571429,2,10,0.102040816,0,2,2,1,5,8,1,1.6,2,8,1,1.6,2,8,2,2.2,3,11,0.32,0.625,2,1,0,0,7,35,2,2,2,10
57,57_BIOMD0000000098.xml.ssa,./models/sbml/test/all/57_BIOMD0000000098.xml.ssa.sbml,WithProbWEAK_UNTIL,4,6,0,1.5,4,6,0,1.5,2,6,1,3,6,12,0.375,0.333333333,1,3,1,6,22,2,3.666666667,6,22,2,3.666666667,4,22,5,6.333333333,9,38,0.611111111,0.727272727,1,1,0,0,4,24,2,2,2,12
58,58_BIOMD0000000117.xml.ssa,./models/sbml/test/all/58_BIOMD0000000117.xml.ssa.sbml,WithProbWEAK_UNTIL,4,6,0,1.5,4,6,0,1.5,2,6,1,3,6,12,0.375,0.333333333,1,3,1,6,22,2,3.666666667,6,22,2,3.666666667,4,22,5,6.333333333,9,38,0.611111111,0.727272727,1,1,0,0,4,24,2,2,2,12
59,59_BIOMD0000000054.xml.ssa,./models/sbml/test/all/59_BIOMD0000000054.xml.ssa.sbml,WithProbWEAK_UNTIL,8,6,0,0.75,2,6,0,0.75,2,6,1,1.5,3,12,0.09375,0,2,5,3,5,11,1,2.2,5,11,1,2.2,3,11,1,3.2,6,16,0.44,0.727272727,2,2,1,0,8,40,2,2.2,3,11
60,60_BIOMD0000000248.xml.ssa,./models/sbml/test/all/60_BIOMD0000000248.xml.ssa.sbml,WithProbWEAK_UNTIL,7,9,0,1.285714286,4,9,0,1.285714286,3,9,1,2.571428571,5,18,0.183673469,0.222222222,1,4,3,5,15,1,3,5,15,2,3,4,15,2,4.6,7,23,0.6,0.866666667,1,3,2,0,7,35,2,2.6,4,13
61,61_BIOMD0000000310.xml.ssa,./models/sbml/test/all/61_BIOMD0000000310.xml.ssa.sbml,WithProbWEAK_UNTIL,5,6,0,1.2,2,6,0,1.2,2,6,2,2.4,4,12,0.24,0.333333333,2,2,1,6,16,2,2.666666667,4,16,2,2.666666667,4,16,3,4.333333333,5,26,0.444444444,0.75,2,1,0,0,5,30,2,2,2,12
62,62_BIOMD0000000305.xml.ssa,./models/sbml/test/all/62_BIOMD0000000305.xml.ssa.sbml,WithProbWEAK_UNTIL,9,18,0,2,4,18,0,2,6,18,1,4,10,36,0.222222222,0.222222222,1,4,1,4,20,4,5,6,20,4,5,6,20,7,8.5,10,34,1.25,1,1,1,0,0,9,36,4,4.5,5,18
63,63_BIOMD0000000207.xml.ssa,./models/sbml/test/all/63_BIOMD0000000207.xml.ssa.sbml,WithProbWEAK_UNTIL,6,6,0,1,2,6,0,1,2,6,1,2,3,12,0.166666667,0,2,2,1,6,14,1,2.333333333,3,14,2,2.333333333,3,14,3,3.666666667,4,22,0.388888889,0.714285714,2,1,0,0,6,36,2,2,2,12
64,64_BIOMD0000000029.xml.ssa,./models/sbml/test/all/64_BIOMD0000000029.xml.ssa.sbml,WithProbWEAK_UNTIL,4,7,1,1.75,2,7,1,1.75,2,7,3,3.5,4,14,0.4375,0.857142857,1,1,0,7,25,3,3.571428571,4,25,3,3.571428571,4,25,5,6.142857143,7,43,0.510204082,0.76,1,1,0,0,4,28,2,2,2,14
65,65_BIOMD0000000077.xml.ssa,./models/sbml/test/all/65_BIOMD0000000077.xml.ssa.sbml,WithProbWEAK_UNTIL,9,7,0,0.777777778,2,7,0,0.777777778,1,7,1,1.555555556,3,14,0.086419753,0,2,5,3,5,10,1,2,3,10,1,2,3,10,2,2.6,3,13,0.4,0.7,2,2,1,0,9,45,2,2.4,3,12
66,66_BIOMD0000000321.xml.ssa,./models/sbml/test/all/66_BIOMD0000000321.xml.ssa.sbml,WithProbWEAK_UNTIL,6,6,0,1,2,6,0,1,3,6,1,2,4,12,0.166666667,0,1,5,3,6,18,2,3,4,18,1,3,5,18,2,5,7,30,0.5,0.777777778,1,3,2,0,6,36,2,2,2,12
67,67_BIOMD0000000308.xml.ssa,./models/sbml/test/all/67_BIOMD0000000308.xml.ssa.sbml,WithProbWEAK_UNTIL,7,6,0,0.857142857,1,6,0,0.857142857,1,6,1,1.714285714,2,12,0.12244898,0.666666667,3,2,1,6,11,1,1.833333333,2,11,1,1.833333333,2,11,2,2.666666667,3,16,0.305555556,0.909090909,3,1,0,0,7,42,2,2,2,12
